Rk,Player,Save%,Season,Age,Nation,Team,Comp,Playing Time MP,Playing Time Min,Playing Time 90s,Playing Time Starts,Playing Time Subs,Playing Time unSub,Performance GA,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Pos
163,Kevin Trapp,70.3,18-19,28,de GER,2 Teams,2 Comps,33,2937,32.6,33,0,1,48,158,111,70.3,14.0,9.0,10,8.0,24.2,GK
164,Alfred Gomis,65.8,18-19,24,sn SEN,SPAL,it Serie A,20,1724,19.2,19,1,18,27,76,49,65.8,3.0,6.0,10,6.0,31.6,GK
165,Ben Foster,69.4,18-19,35,eng ENG,Watford,eng Premier League,38,3420,38.0,38,0,0,59,180,123,69.4,14.0,8.0,16,7.0,18.4,GK
166,Fabian Bredlow,54.1,18-19,23,de GER,Nürnberg,de Bundesliga,13,1128,12.5,12,1,19,28,61,32,54.1,2.0,3.0,7,2.0,16.7,GK
167,Ben Hamer,57.1,18-19,30,eng ENG,Huddersfield,eng Premier League,7,552,6.1,7,0,26,21,42,22,57.1,0.0,1.0,6,0.0,0.0,GK
168,John Ruddy,100.0,18-19,31,eng ENG,Wolves,eng Premier League,1,90,1.0,1,0,36,0,3,3,100.0,1.0,0.0,0,1.0,100.0,GK
169,Koen Casteels,70.6,18-19,26,be BEL,Wolfsburg,de Bundesliga,26,2295,25.5,26,0,0,39,119,79,70.6,11.0,6.0,9,8.0,30.8,GK
170,Yvon Mvogo,75.0,18-19,24,ch SUI,RB Leipzig,de Bundesliga,2,135,1.5,1,1,19,2,4,2,75.0,0.0,0.0,1,1.0,100.0,GK
171,Tomáš Koubek,67.4,18-19,25,cz CZE,Rennes,fr Ligue 1,33,2925,32.5,32,1,5,48,138,90,67.4,10.0,11.0,11,9.0,28.1,GK
172,Angus Gunn,64.0,18-19,22,sct SCO,Southampton,eng Premier League,12,1080,12.0,12,0,26,18,50,31,64.0,4.0,4.0,4,3.0,25.0,GK
173,Pietro Terracciano,71.7,18-19,28,it ITA,2 Teams,it Serie A,10,900,10.0,10,0,26,13,46,34,71.7,1.0,3.0,6,2.0,20.0,GK
174,Pepe Reina,71.4,18-19,35,es ESP,Milan,it Serie A,4,330,3.7,2,2,29,5,14,9,71.4,1.0,0.0,1,1.0,50.0,GK
175,Samuel Şahin-Radlinger,66.7,18-19,25,at AUT,Hannover 96,de Bundesliga,1,90,1.0,1,0,16,2,6,4,66.7,0.0,0.0,1,0.0,0.0,GK
176,Gianluigi Buffon,73.8,18-19,40,it ITA,Paris S-G,fr Ligue 1,17,1530,17.0,17,0,20,18,65,49,73.8,13.0,1.0,3,6.0,35.3,GK
177,Jaroslav Drobný,66.7,18-19,38,cz CZE,Düsseldorf,de Bundesliga,2,180,2.0,2,0,8,3,9,6,66.7,1.0,0.0,1,0.0,0.0,GK
178,David Button,83.3,18-19,29,eng ENG,Brighton,eng Premier League,4,360,4.0,4,0,25,5,18,13,83.3,1.0,1.0,2,1.0,25.0,GK
179,Robin Olsen,69.8,18-19,28,se SWE,Roma,it Serie A,27,2430,27.0,27,0,9,42,126,85,69.8,12.0,8.0,7,4.0,14.8,GK
180,Keylor Navas,74.2,18-19,31,cr CRC,Real Madrid,es La Liga,10,900,10.0,10,0,24,8,31,23,74.2,6.0,2.0,2,4.0,40.0,GK
181,Etrit Berisha,61.9,18-19,29,al ALB,Atalanta,it Serie A,18,1620,18.0,18,0,20,25,63,41,61.9,9.0,3.0,6,5.0,27.8,GK
182,Jan Oblak,82.9,18-19,25,si SVN,Atlético Madrid,es La Liga,37,3330,37.0,37,0,0,27,129,104,82.9,22.0,9.0,6,20.0,54.1,GK
183,Anthony Lopes,72.4,18-19,27,pt POR,Lyon,fr Ligue 1,34,3060,34.0,34,0,0,42,134,95,72.4,18.0,9.0,7,9.0,26.5,GK
184,Adrian Šemper,75.0,18-19,20,hr CRO,Chievo,it Serie A,6,540,6.0,6,0,31,8,32,24,75.0,1.0,3.0,2,2.0,33.3,GK
185,Gianluca Pegolo,66.7,18-19,37,it ITA,Sassuolo,it Serie A,3,203,2.3,2,1,34,4,12,8,66.7,0.0,1.0,1,0.0,0.0,GK
186,Pierluigi Gollini,74.3,18-19,23,it ITA,Atalanta,it Serie A,20,1799,20.0,20,0,18,21,70,49,74.3,11.0,6.0,3,4.0,20.0,GK
187,Alessio Cragno,77.6,18-19,24,it ITA,Cagliari,it Serie A,38,3420,38.0,38,0,0,54,205,151,77.6,10.0,11.0,17,7.0,18.4,GK
188,Yassine Bounou,77.7,18-19,27,ma MAR,Girona,es La Liga,32,2861,31.8,32,0,1,43,166,124,77.7,8.0,10.0,14,8.0,25.0,GK
189,Carlo Pinsoglio,33.3,18-19,28,it ITA,Juventus,it Serie A,1,90,1.0,1,0,37,2,3,1,33.3,0.0,0.0,1,0.0,0.0,GK
190,Danijel Subašić,74.4,18-19,33,hr CRO,Monaco,fr Ligue 1,14,1136,12.6,14,0,0,12,39,26,74.4,4.0,5.0,5,4.0,28.6,GK
191,Federico Marchetti,44.4,18-19,35,it ITA,Genoa,it Serie A,4,360,4.0,4,0,27,10,18,9,44.4,2.0,0.0,2,1.0,25.0,GK
192,Fabian Giefer,63.2,18-19,28,de GER,Augsburg,de Bundesliga,4,360,4.0,4,0,13,7,19,12,63.2,1.0,1.0,2,0.0,0.0,GK
193,Stole Dimitrievski,69.5,18-19,24,mk MKD,Rayo Vallecano,es La Liga,21,1890,21.0,21,0,15,35,95,59,69.5,5.0,4.0,12,3.0,14.3,GK
194,Mike Maignan,78.4,18-19,23,fr FRA,Lille,fr Ligue 1,38,3420,38.0,38,0,0,33,125,90,78.4,22.0,9.0,7,15.0,39.5,GK
195,Mark Travers,61.5,18-19,19,ie IRL,Bournemouth,eng Premier League,2,180,2.0,2,0,0,5,13,9,61.5,1.0,0.0,1,1.0,50.0,GK
1,Miguel Ángel Moyá,68.6,19-20,35,es ESP,Real Sociedad,es La Liga,13,1170,13.0,13,0,22,16,51,36,68.6,5.0,4.0,4,3.0,23.1,GK
2,Wojciech Szczęsny,80.6,19-20,29,pl POL,Juventus,it Serie A,29,2591,28.8,29,0,7,33,129,95,80.6,19.0,4.0,6,11.0,37.9,GK
3,Jasper Cillessen,78.0,19-20,30,nl NED,Valencia,es La Liga,24,2096,23.3,24,0,7,30,109,78,78.0,10.0,7.0,7,5.0,20.8,GK
4,David Martin,71.4,19-20,33,eng ENG,West Ham,eng Premier League,5,436,4.8,4,1,8,6,21,15,71.4,2.0,0.0,2,2.0,50.0,GK
5,Bartłomiej Drągowski,73.4,19-20,21,pl POL,Fiorentina,it Serie A,31,2790,31.0,31,0,2,43,139,94,73.4,7.0,12.0,12,8.0,25.8,GK
6,Gianluigi Donnarumma,73.0,19-20,20,it ITA,Milan,it Serie A,36,3201,35.6,36,0,0,42,141,96,73.0,18.0,9.0,9,12.0,33.3,GK
7,Jiří Pavlenka,60.9,19-20,27,cz CZE,Werder Bremen,de Bundesliga,33,2970,33.0,33,0,0,67,169,105,60.9,8.0,6.0,19,4.0,12.1,GK
8,Marco Silvestri,77.4,19-20,28,it ITA,Hellas Verona,it Serie A,35,3150,35.0,35,0,3,43,159,117,77.4,11.0,13.0,11,9.0,25.7,GK
9,Alexander Schwolow,75.4,19-20,27,de GER,Freiburg,de Bundesliga,24,2091,23.2,24,0,1,32,118,86,75.4,9.0,6.0,9,4.0,16.7,GK
10,Boris Radunović,60.0,19-20,23,rs SRB,Hellas Verona,it Serie A,3,270,3.0,3,0,32,8,15,7,60.0,1.0,0.0,2,1.0,33.3,GK
11,Demba Thiam,81.3,19-20,21,sn SEN,SPAL,it Serie A,2,180,2.0,2,0,36,4,16,12,81.3,0.0,1.0,1,0.0,0.0,GK
12,Claudio Bravo,53.3,19-20,36,cl CHI,Manchester City,eng Premier League,4,347,3.9,3,1,27,7,15,8,53.3,2.0,0.0,1,1.0,33.3,GK
13,Salvatore Sirigu,72.1,19-20,32,it ITA,Torino,it Serie A,36,3240,36.0,36,0,2,64,197,135,72.1,11.0,6.0,19,7.0,19.4,GK
14,Mauro Goicoechea,61.5,19-20,31,uy URU,Toulouse,fr Ligue 1,2,180,2.0,2,0,22,5,13,8,61.5,0.0,0.0,2,0.0,0.0,GK
15,Rafał Gikiewicz,67.9,19-20,31,pl POL,Union Berlin,de Bundesliga,33,2970,33.0,33,0,1,54,159,105,67.9,12.0,5.0,16,8.0,24.2,GK
16,Thibaut Courtois,79.2,19-20,27,be BEL,Real Madrid,es La Liga,34,3060,34.0,34,0,2,20,96,76,79.2,23.0,8.0,3,18.0,52.9,GK
17,Angelo da Costa Júnior,50.0,19-20,35,br BRA,Bologna,it Serie A,1,90,1.0,1,0,37,1,2,1,50.0,0.0,1.0,0,0.0,0.0,GK
18,Steve Mandanda,75.0,19-20,34,fr FRA,Marseille,fr Ligue 1,27,2370,26.3,27,0,0,27,92,67,75.0,15.0,8.0,4,11.0,40.7,GK
19,Ralf Fährmann,100.0,19-20,30,de GER,Norwich City,eng Premier League,1,21,0.2,1,0,19,1,2,1,100.0,,,1,,,GK
20,Pau López,72.0,19-20,24,es ESP,Roma,it Serie A,32,2880,32.0,32,0,2,45,132,86,72.0,18.0,6.0,8,5.0,15.6,GK
21,Moritz Nicolas,50.0,19-20,21,de GER,Union Berlin,de Bundesliga,1,90,1.0,1,0,31,4,8,4,50.0,0.0,0.0,1,0.0,0.0,GK
22,Rubén,61.1,19-20,35,es ESP,Osasuna,es La Liga,19,1583,17.6,18,1,7,24,54,30,61.1,5.0,9.0,4,4.0,22.2,GK
23,Benoît Costil,70.4,19-20,32,fr FRA,Bordeaux,fr Ligue 1,28,2520,28.0,28,0,0,34,108,74,70.4,9.0,10.0,9,6.0,21.4,GK
24,Bernd Leno,78.1,19-20,27,de GER,Arsenal,eng Premier League,30,2649,29.4,30,0,0,39,151,111,78.1,9.0,13.0,8,7.0,23.3,GK
25,Ludovic Butelle,65.1,19-20,36,fr FRA,Angers,fr Ligue 1,26,2340,26.0,26,0,1,32,83,51,65.1,10.0,6.0,10,11.0,42.3,GK
26,Rune Jarstein,72.7,19-20,34,no NOR,Hertha BSC,de Bundesliga,29,2547,28.3,29,0,2,46,143,99,72.7,11.0,5.0,13,9.0,31.0,GK
27,Markus Schubert,70.9,19-20,21,de GER,Schalke 04,de Bundesliga,9,742,8.2,8,1,20,18,55,37,70.9,1.0,3.0,4,2.0,25.0,GK
28,Antonio Rosati,80.0,19-20,36,it ITA,Torino,it Serie A,1,90,1.0,1,0,37,1,5,4,80.0,0.0,1.0,0,0.0,0.0,GK
29,Jessy Moulin,91.3,19-20,33,fr FRA,Saint-Étienne,fr Ligue 1,5,450,5.0,5,0,21,4,23,19,91.3,2.0,2.0,1,2.0,40.0,GK
30,Kepa Arrizabalaga,54.5,19-20,24,es ESP,Chelsea,eng Premier League,33,2970,33.0,33,0,5,47,99,54,54.5,18.0,4.0,11,8.0,24.2,GK
31,Paul Bernardoni,68.5,19-20,22,fr FRA,Nîmes,fr Ligue 1,25,2203,24.5,25,0,0,38,108,71,68.5,7.0,4.0,14,6.0,24.0,GK
32,Marwin Hitz,85.7,19-20,31,ch SUI,Dortmund,de Bundesliga,4,290,3.2,3,1,27,1,7,6,85.7,2.0,1.0,0,3.0,100.0,GK
33,Paul Delecroix,50.0,19-20,30,fr FRA,Metz,fr Ligue 1,2,136,1.5,1,1,24,4,6,2,50.0,0.0,0.0,1,0.0,0.0,GK
34,Alphonse Areola,70.6,19-20,26,fr FRA,2 Teams,2 Comps,7,630,7.0,7,0,32,7,17,10,70.6,5.0,1.0,1,3.0,42.9,GK
35,Benjamin Lecomte,71.6,19-20,28,fr FRA,Monaco,fr Ligue 1,28,2520,28.0,28,0,0,44,134,91,71.6,11.0,7.0,10,7.0,25.0,GK
36,Antonio Mirante,83.3,19-20,36,it ITA,Roma,it Serie A,5,450,5.0,5,0,21,5,24,19,83.3,2.0,1.0,2,2.0,40.0,GK
37,Andrés Fernández,73.7,19-20,32,es ESP,Villarreal,es La Liga,4,360,4.0,4,0,34,8,19,12,73.7,1.0,2.0,1,1.0,25.0,GK
38,Edouard Mendy,79.7,19-20,27,sn SEN,Rennes,fr Ligue 1,24,2160,24.0,24,0,1,19,79,60,79.7,13.0,5.0,6,9.0,37.5,GK
39,Thomas Strakosha,77.3,19-20,24,al ALB,Lazio,it Serie A,38,3420,38.0,38,0,0,42,154,112,77.3,24.0,6.0,8,11.0,28.9,GK
40,Luigi Sepe,75.6,19-20,28,it ITA,Parma,it Serie A,34,3060,34.0,34,0,0,53,193,137,75.6,13.0,6.0,15,5.0,14.7,GK
41,Alex McCarthy,69.9,19-20,29,eng ENG,Southampton,eng Premier League,28,2520,28.0,28,0,8,35,113,78,69.9,13.0,5.0,10,7.0,25.0,GK
42,Álex Remiro,73.1,19-20,24,es ESP,Real Sociedad,es La Liga,25,2250,25.0,25,0,13,32,93,60,73.1,11.0,4.0,10,6.0,24.0,GK
43,Dimitry Bertaud,40.0,19-20,21,cd COD,Montpellier,fr Ligue 1,3,196,2.2,3,0,21,3,5,2,40.0,0.0,0.0,3,0.0,0.0,GK
44,Lovre Kalinić,73.3,19-20,29,hr CRO,2 Teams,2 Comps,4,305,3.4,4,0,1,4,15,11,73.3,0.0,1.0,3,1.0,25.0,GK
45,Martin Dúbravka,71.3,19-20,30,sk SVK,Newcastle Utd,eng Premier League,38,3420,38.0,38,0,0,58,195,139,71.3,11.0,11.0,16,11.0,28.9,GK
46,Ederson,73.7,19-20,25,br BRA,Manchester City,eng Premier League,35,3071,34.1,35,0,0,28,95,68,73.7,24.0,3.0,8,16.0,45.7,GK
47,Timo Horn,58.3,19-20,26,de GER,Köln,de Bundesliga,34,3060,34.0,34,0,0,69,156,87,58.3,10.0,6.0,18,6.0,17.6,GK
48,Yann Sommer,75.3,19-20,30,ch SUI,Gladbach,de Bundesliga,34,3060,34.0,34,0,0,40,158,117,75.3,20.0,5.0,9,7.0,20.6,GK
49,Zack Steffen,64.6,19-20,24,us USA,Düsseldorf,de Bundesliga,17,1530,17.0,17,0,0,36,99,63,64.6,4.0,3.0,10,2.0,11.8,GK
50,Mathew Ryan,69.0,19-20,27,au AUS,Brighton,eng Premier League,38,3420,38.0,38,0,0,54,168,116,69.0,9.0,14.0,15,9.0,23.7,GK
51,Dennis Smarsch,63.6,19-20,20,de GER,Hertha BSC,de Bundesliga,2,151,1.7,1,1,11,4,11,7,63.6,0.0,0.0,1,0.0,0.0,GK
52,Aaron Ramsdale,69.5,19-20,21,eng ENG,Bournemouth,eng Premier League,37,3330,37.0,37,0,0,62,187,124,69.5,9.0,7.0,21,5.0,13.5,GK
53,Oliver Baumann,69.9,19-20,29,de GER,Hoffenheim,de Bundesliga,30,2700,30.0,30,0,0,49,146,97,69.9,13.0,7.0,10,7.0,23.3,GK
54,Jordan Pickford,63.9,19-20,25,eng ENG,Everton,eng Premier League,38,3420,38.0,38,0,0,56,147,94,63.9,13.0,10.0,15,9.0,23.7,GK
55,Karlo Letica,55.4,19-20,22,hr CRO,SPAL,it Serie A,10,900,10.0,10,0,28,29,65,36,55.4,0.0,1.0,9,0.0,0.0,GK
56,Nick Pope,72.5,19-20,27,eng ENG,Burnley,eng Premier League,38,3420,38.0,38,0,0,50,167,117,72.5,15.0,9.0,14,15.0,39.5,GK
57,Mattia Perin,64.1,19-20,26,it ITA,2 Teams,it Serie A,21,1890,21.0,21,0,2,38,103,66,64.1,8.0,4.0,9,5.0,23.8,GK
58,Daniel Martín,50.0,19-20,21,es ESP,Betis,es La Liga,6,531,5.9,5,1,27,12,24,12,50.0,1.0,0.0,4,1.0,20.0,GK
59,Alban Lafont,72.6,19-20,20,ci CIV,Nantes,fr Ligue 1,27,2430,27.0,27,0,0,29,95,64,72.6,11.0,4.0,12,10.0,37.0,GK
60,Michael McGovern,53.8,19-20,35,nir NIR,Norwich City,eng Premier League,2,159,1.8,1,1,18,6,13,6,53.8,0.0,0.0,1,0.0,0.0,GK
61,Donovan Léon,81.8,19-20,26,gf GUF,Brest,fr Ligue 1,2,123,1.4,1,1,26,3,11,8,81.8,1.0,0.0,0,1.0,100.0,GK
62,Kasper Schmeichel,75.6,19-20,32,dk DEN,Leicester City,eng Premier League,38,3420,38.0,38,0,0,41,135,94,75.6,18.0,8.0,12,13.0,34.2,GK
63,Juan Soriano,66.7,19-20,21,es ESP,Leganés,es La Liga,11,990,11.0,11,0,27,18,39,22,66.7,1.0,3.0,7,1.0,9.1,GK
64,Mauro Vigorito,72.4,19-20,29,it ITA,Lecce,it Serie A,5,423,4.7,4,1,32,9,29,20,72.4,3.0,0.0,1,1.0,25.0,GK
65,Nicolas Lemaître,50.0,19-20,22,fr FRA,Reims,fr Ligue 1,1,90,1.0,1,0,27,3,4,1,50.0,0.0,0.0,1,0.0,0.0,GK
66,Predrag Rajković,80.5,19-20,23,rs SRB,Reims,fr Ligue 1,27,2430,27.0,27,0,0,18,87,65,80.5,10.0,11.0,6,12.0,44.4,GK
67,Robin Zentner,66.1,19-20,24,de GER,Mainz 05,de Bundesliga,22,1935,21.5,22,0,3,40,115,75,66.1,8.0,2.0,12,3.0,13.6,GK
68,Unai Simón,78.0,19-20,22,es ESP,Athletic Club,es La Liga,34,2991,33.2,34,0,1,29,109,82,78.0,13.0,9.0,12,12.0,35.3,GK
69,Sergio Rico,60.0,19-20,25,es ESP,2 Teams,2 Comps,2,180,2.0,2,0,24,4,10,6,60.0,2.0,0.0,0,0.0,0.0,GK
70,Manolo Reina,74.3,19-20,34,es ESP,Mallorca,es La Liga,36,3240,36.0,36,0,2,60,179,119,74.3,9.0,5.0,22,5.0,13.9,GK
71,Yoel,68.8,19-20,30,es ESP,Eibar,es La Liga,3,270,3.0,3,0,34,5,16,10,68.8,2.0,0.0,1,1.0,25.0,GK
72,Gerónimo Rulli,79.8,19-20,27,ar ARG,Montpellier,fr Ligue 1,25,2250,25.0,25,0,0,27,119,91,79.8,11.0,7.0,7,8.0,32.0,GK
73,Stefanos Kapino,60.0,19-20,25,gr GRE,Werder Bremen,de Bundesliga,1,90,1.0,1,0,32,2,5,3,60.0,0.0,1.0,0,0.0,0.0,GK
74,Darren Randolph,63.6,19-20,32,ie IRL,West Ham,eng Premier League,2,180,2.0,2,0,15,5,11,6,63.6,0.0,1.0,1,0.0,0.0,GK
75,Paulo Gazzaniga,72.0,19-20,27,ar ARG,Tottenham,eng Premier League,18,1613,17.9,17,1,20,26,82,56,72.0,5.0,5.0,7,2.0,11.8,GK
76,Emil Audero,67.9,19-20,22,id IDN,Sampdoria,it Serie A,36,3240,36.0,36,0,2,60,165,109,67.9,12.0,5.0,19,9.0,25.0,GK
77,Antonio Adán,100.0,19-20,32,es ESP,Atlético Madrid,es La Liga,1,25,0.3,0,1,37,0,1,1,100.0,0.0,0.0,0,0.0,,GK
78,Aarón Escandell,78.6,19-20,23,es ESP,Granada,es La Liga,3,270,3.0,3,0,34,3,14,11,78.6,1.0,0.0,2,1.0,33.3,GK
79,Ionuț Radu,70.4,19-20,22,ro ROU,2 Teams,it Serie A,17,1530,17.0,17,0,11,35,98,64,70.4,2.0,5.0,10,2.0,11.8,GK
80,Marc-André ter Stegen,74.1,19-20,27,de GER,Barcelona,es La Liga,36,3240,36.0,36,0,1,36,116,79,74.1,24.0,6.0,6,14.0,38.9,GK
81,Simone Colombi,84.2,19-20,28,it ITA,Parma,it Serie A,4,360,4.0,4,0,34,4,19,15,84.2,1.0,1.0,2,1.0,25.0,GK
82,Diego López,67.5,19-20,37,es ESP,Espanyol,es La Liga,36,3232,35.9,36,0,0,58,160,103,67.5,4.0,9.0,23,4.0,11.1,GK
83,Samir Handanović,72.7,19-20,35,si SVN,Inter,it Serie A,35,3150,35.0,35,0,3,32,110,78,72.7,22.0,10.0,3,13.0,37.1,GK
84,Romain Salin,73.7,19-20,35,fr FRA,Rennes,fr Ligue 1,4,360,4.0,4,0,21,5,19,13,73.7,2.0,0.0,2,1.0,25.0,GK
85,Iván Cuéllar,67.7,19-20,35,es ESP,Leganés,es La Liga,27,2429,27.0,27,0,1,33,99,65,67.7,7.0,9.0,11,7.0,25.9,GK
86,Yohann Pelé,71.4,19-20,36,fr FRA,Marseille,fr Ligue 1,2,150,1.7,1,1,26,2,7,4,71.4,1.0,0.0,0,0.0,0.0,GK
87,Wayne Hennessey,65.2,19-20,32,wls WAL,Crystal Palace,eng Premier League,3,270,3.0,3,0,34,8,23,15,65.2,0.0,1.0,2,0.0,0.0,GK
88,Yannis Clementia,85.7,19-20,22,mq MTQ,Nice,fr Ligue 1,2,180,2.0,2,0,26,2,7,5,85.7,2.0,0.0,0,0.0,0.0,GK
89,Emiliano Martínez,81.0,19-20,26,ar ARG,Arsenal,eng Premier League,9,771,8.6,8,1,29,9,42,33,81.0,5.0,1.0,2,3.0,37.5,GK
90,Rui Patrício,69.8,19-20,31,pt POR,Wolves,eng Premier League,38,3420,38.0,38,0,0,40,129,88,69.8,15.0,14.0,9,13.0,34.2,GK
91,Alisson,72.5,19-20,26,br BRA,Liverpool,eng Premier League,29,2543,28.3,29,0,0,23,80,58,72.5,23.0,3.0,3,13.0,44.8,GK
92,Tomáš Vaclík,69.8,19-20,30,cz CZE,Sevilla,es La Liga,33,2925,32.5,33,0,0,31,96,65,69.8,15.0,12.0,6,12.0,36.4,GK
93,Asmir Begović,71.4,19-20,32,ba BIH,Milan,it Serie A,2,129,1.4,1,1,17,3,7,4,71.4,0.0,0.0,1,0.0,0.0,GK
94,David de Gea,74.8,19-20,28,es ESP,Manchester Utd,eng Premier League,38,3420,38.0,38,0,0,36,131,96,74.8,18.0,12.0,8,13.0,34.2,GK
95,Sven Ulreich,66.7,19-20,30,de GER,Bayern Munich,de Bundesliga,1,90,1.0,1,0,32,1,3,2,66.7,1.0,0.0,0,0.0,0.0,GK
96,Jesse Joronen,72.4,19-20,26,fi FIN,Brescia,it Serie A,29,2610,29.0,29,0,2,59,181,124,72.4,5.0,6.0,18,5.0,17.2,GK
97,Andreas Luthe,63.6,19-20,32,de GER,Augsburg,de Bundesliga,10,900,10.0,10,0,23,12,33,22,63.6,3.0,3.0,4,3.0,30.0,GK
98,Churripi,76.9,19-20,25,es ESP,Valladolid,es La Liga,3,244,2.7,3,0,8,3,13,10,76.9,1.0,0.0,2,1.0,33.3,GK
99,Daniel Fuzato,50.0,19-20,22,br BRA,Roma,it Serie A,1,90,1.0,1,0,35,1,2,1,50.0,1.0,0.0,0,0.0,0.0,GK
100,David Ospina,72.2,19-20,30,co COL,Napoli,it Serie A,17,1469,16.3,17,0,18,17,54,37,72.2,9.0,3.0,5,4.0,23.5,GK
101,Matz Sels,75.0,19-20,27,be BEL,Strasbourg,fr Ligue 1,27,2430,27.0,27,0,0,32,104,71,75.0,11.0,5.0,11,8.0,29.6,GK
102,Matis Carvalho,50.0,19-20,20,pt POR,Montpellier,fr Ligue 1,1,72,0.8,0,1,6,4,8,5,50.0,0.0,0.0,0,0.0,,GK
103,Manuel Neuer,74.5,19-20,33,de GER,Bayern Munich,de Bundesliga,33,2970,33.0,33,0,1,31,110,79,74.5,25.0,4.0,4,15.0,45.5,GK
104,Sergio Álvarez,66.7,19-20,32,es ESP,Celta Vigo,es La Liga,2,180,2.0,2,0,18,1,3,2,66.7,1.0,1.0,0,1.0,25.0,GK
105,Walter Benítez,75.4,19-20,26,ar ARG,Nice,fr Ligue 1,26,2340,26.0,26,0,0,36,130,95,75.4,9.0,8.0,9,4.0,15.4,GK
106,Andrea Consigli,66.9,19-20,32,it ITA,Sassuolo,it Serie A,31,2790,31.0,31,0,2,55,145,92,66.9,12.0,5.0,14,5.0,16.1,GK
107,Juan Pérez,77.8,19-20,23,es ESP,Osasuna,es La Liga,2,180,2.0,2,0,17,3,9,6,77.8,1.0,1.0,0,0.0,0.0,GK
108,Hugo Lloris,80.8,19-20,32,fr FRA,Tottenham,eng Premier League,21,1807,20.1,21,0,0,21,99,78,80.8,11.0,6.0,4,6.0,28.6,GK
109,David Soria,70.6,19-20,26,es ESP,Getafe,es La Liga,38,3420,38.0,38,0,0,37,109,73,70.6,14.0,12.0,12,15.0,39.5,GK
110,Rúnar Alex Rúnarsson,63.8,19-20,24,is ISL,Dijon,fr Ligue 1,11,901,10.0,9,2,15,17,47,31,63.8,1.0,2.0,6,0.0,0.0,GK
111,Jordi Masip,73.6,19-20,30,es ESP,Valladolid,es La Liga,35,3150,35.0,35,0,3,39,125,85,73.6,8.0,15.0,12,11.0,31.4,GK
112,Iago Herrerín,52.6,19-20,31,es ESP,Athletic Club,es La Liga,5,425,4.7,4,1,33,9,19,10,52.6,0.0,3.0,1,0.0,0.0,GK
113,Łukasz Fabiański,70.2,19-20,34,pl POL,West Ham,eng Premier League,25,2117,23.5,25,0,0,34,104,71,70.2,8.0,7.0,10,5.0,20.0,GK
114,Alex Meret,66.7,19-20,22,it ITA,Napoli,it Serie A,22,1951,21.7,21,1,14,33,84,51,66.7,9.0,5.0,7,3.0,14.3,GK
115,Enrico Alfonso,63.6,19-20,31,it ITA,Brescia,it Serie A,4,279,3.1,4,0,23,4,11,7,63.6,1.0,0.0,3,1.0,25.0,GK
116,Samir Ujkani,66.7,19-20,31,xk KVX,Torino,it Serie A,1,90,1.0,1,0,34,3,6,3,66.7,0.0,0.0,1,0.0,0.0,GK
117,Rubén Blanco,71.9,19-20,24,es ESP,Celta Vigo,es La Liga,33,2960,32.9,33,0,0,43,135,92,71.9,6.0,14.0,13,10.0,30.3,GK
118,Fernando Pacheco,71.6,19-20,27,es ESP,Alavés,es La Liga,27,2358,26.2,27,0,2,37,102,62,71.6,7.0,7.0,13,6.0,22.2,GK
119,Antonio Sivera,60.0,19-20,22,es ESP,Alavés,es La Liga,3,270,3.0,3,0,16,3,5,2,60.0,1.0,1.0,1,1.0,33.3,GK
120,Roman Bürki,61.1,19-20,28,ch SUI,Dortmund,de Bundesliga,31,2770,30.8,31,0,1,40,95,58,61.1,19.0,5.0,7,12.0,38.7,GK
121,Sergio Asenjo,75.2,19-20,30,es ESP,Villarreal,es La Liga,34,3060,34.0,34,0,4,41,145,104,75.2,17.0,4.0,13,11.0,32.4,GK
122,Wladimiro Falcone,69.2,19-20,24,it ITA,Sampdoria,it Serie A,2,180,2.0,2,0,28,5,13,8,69.2,0.0,1.0,1,0.0,0.0,GK
123,Aitor Fernández,76.6,19-20,28,es ESP,Levante,es La Liga,36,3240,36.0,36,0,2,51,205,153,76.6,12.0,7.0,17,5.0,13.9,GK
124,Juan Musso,77.8,19-20,25,ar ARG,Udinese,it Serie A,38,3420,38.0,38,0,0,51,194,141,77.8,12.0,9.0,17,14.0,36.8,GK
125,Willy Caballero,56.3,19-20,37,ar ARG,Chelsea,eng Premier League,5,450,5.0,5,0,33,7,16,10,56.3,2.0,2.0,1,1.0,20.0,GK
126,Sergio Herrera,67.5,19-20,26,es ESP,Osasuna,es La Liga,19,1655,18.4,18,1,16,27,80,53,67.5,7.0,3.0,8,7.0,38.9,GK
127,Tom Heaton,68.6,19-20,33,eng ENG,Aston Villa,eng Premier League,20,1794,19.9,20,0,0,35,102,68,68.6,6.0,3.0,11,4.0,20.0,GK
128,Frederik Rønnow,75.5,19-20,26,dk DEN,Eint Frankfurt,de Bundesliga,9,810,9.0,9,0,20,14,49,35,75.5,2.0,3.0,4,1.0,11.1,GK
129,Mark Flekken,79.7,19-20,26,nl NED,Freiburg,de Bundesliga,10,900,10.0,10,0,16,14,69,55,79.7,4.0,3.0,3,3.0,30.0,GK
130,Neto,33.3,19-20,30,br BRA,Barcelona,es La Liga,2,180,2.0,2,0,29,2,3,1,33.3,1.0,1.0,0,1.0,50.0,GK
